title,project,issue_type
"Improve Copy-Item to provide parity with Robocopy",PowerShell,ENHANCEMENT
"PropertyNotFoundException should set TargetObject property to the target object",PowerShell,ENHANCEMENT
"Get-Help doesn't show all possible values for a Nullable enum parameter type when used on a cmdlet",PowerShell,ENHANCEMENT
"Ability to create the package based on features.",PowerShell,ENHANCEMENT
"Enhancement request: Get-ItemProperty should return value type for registry items",PowerShell,ENHANCEMENT
"Feature Request: Support PSDefaultValue, SupportsWildcards in ExtendedCmdletHelpInfo",PowerShell,ENHANCEMENT
"Wrap setfacl/getfacl in set/get-acl",PowerShell,ENHANCEMENT
"PowerShell should have a remote session inactive timeout clean up option",PowerShell,ENHANCEMENT
"Runspace names listed by Get-Runspace should have meaningful names when possible",PowerShell,ENHANCEMENT
"F&O should support footers",PowerShell,ENHANCEMENT
"Add Standard Deviation to Measure-Object output",PowerShell,ENHANCEMENT
"FindFirstFileName and FindNextFileName are available in NanoServer and IoT now, so we should enable the usage of them in powershell core",PowerShell,ENHANCEMENT
"here string syntax",PowerShell,ENHANCEMENT
"Enhancement Request...Full Integration with Node.Js",PowerShell,ENHANCEMENT
"Add Get-FileEncoding cmdlet or function.",PowerShell,ENHANCEMENT
"measure-command should be capable of streaming output either to the host or downstream cmdlets",PowerShell,ENHANCEMENT
"Variable assigment to files ignores all encoding settings and uses ... ASCII?",PowerShell,ENHANCEMENT
"Return semantics",PowerShell,ENHANCEMENT
"Expression interpreter has received a lot of improvements in CoreFx",PowerShell,ENHANCEMENT
"Add support for extension methods (LINQ)",PowerShell,ENHANCEMENT
"Properties with accessor and mutator methods",PowerShell,ENHANCEMENT
"Allow (some) method names that happen to be keywords",PowerShell,ENHANCEMENT
"Support user defined parameter aliases, e.g. -F to -Force for Remove-Item",PowerShell,ENHANCEMENT
"Non admins (e.g.students) should be able to download/use the latest help files",PowerShell,ENHANCEMENT
"Set-Location should set $env:OLDPWD",PowerShell,ENHANCEMENT
"Re-Implement UNIX aliases as a typed, parameter-to-parameter compatible version of the original UNIX native app",PowerShell,ENHANCEMENT
"[Feature Request] Method for listing Previous Versions of local and remote shares",PowerShell,ENHANCEMENT
"The -Like and -NotLike comparison operators should allow for an array of values",PowerShell,ENHANCEMENT
"Several Cmdlets from Microsoft.PowerShell.Utility are missing",PowerShell,ENHANCEMENT
"Simplify usage of Multipart Uploads with WebRequestPSCmdlet",PowerShell,ENHANCEMENT
"Add Cmdlets for storing Credentials in OS credential store",PowerShell,ENHANCEMENT
"feature request: official open source tool to compile powershell script to EXE",PowerShell,ENHANCEMENT
"set-content needs to perform more like > for simple redirection scenarios",PowerShell,ENHANCEMENT
"Using external types / classes in Custom PowerShell Classes (v5) results in Parsing Error",PowerShell,ENHANCEMENT
"Windows: Preserve shell state across PC restarts initiated by WU",PowerShell,ENHANCEMENT
"Introduce mode that disables aliases in scripts",PowerShell,ENHANCEMENT
"Command not found should suggest how to install like in bash",PowerShell,ENHANCEMENT
"Provide a syntax to call native binaries when its name is aliased",PowerShell,ENHANCEMENT
"Suggestion: Improve syntax of "if not exist"",PowerShell,ENHANCEMENT
"Output cutoff at 74 chars per line",PowerShell,ENHANCEMENT
"[Feature Request] PowerShell Device and Drivers",PowerShell,ENHANCEMENT
"Get-Process - Missing paths and arguments",PowerShell,ENHANCEMENT
"JsonConfigFileAccessor Needs Inter-Process Synchronization to handle Competing IO",PowerShell,ENHANCEMENT
"input redirection doesn't work",PowerShell,ENHANCEMENT
"Add Schema Validation to JsonConfigFileAccessor",PowerShell,ENHANCEMENT
"Import/Export-BinaryMiLog cmdlets",PowerShell,ENHANCEMENT
"Replace Pester submodule with import",PowerShell,ENHANCEMENT
"Commands to pick the default PowerShell (interactive) and default remoting endpoint",PowerShell,ENHANCEMENT
"Move admin\monad\src\Activities\Generated\Update-PowerShellActivitySource.ps1 to Github",PowerShell,ENHANCEMENT
"Xaml and other resources are not embeded into Microsoft.PowerShell.GraphicalHost and Microsoft.PowerShell.Activities.dll",PowerShell,ENHANCEMENT
"Eventing Support for PowerShell (PSEvents.dll)",PowerShell,ENHANCEMENT
"Need New-PSSession test coverage for windows",PowerShell,ENHANCEMENT
"Disable/Enable-PSTrace missing",PowerShell,ENHANCEMENT
"are we going to have a .src.rpm as well?",PowerShell,ENHANCEMENT
"Handle SIGTERM like Windows SHUTDOWN signal",PowerShell,ENHANCEMENT
"Comment based help should be loose validating",PowerShell,ENHANCEMENT
"Export PSReadLine to changes to public project",PowerShell,ENHANCEMENT
"#!/usr/local/bin/powershell bang should not load profile",PowerShell,ENHANCEMENT
"Create object wrappers for core GNU/*nix utilities",PowerShell,ENHANCEMENT
"Setting ulimit inside PowerShell",PowerShell,ENHANCEMENT
"Add CI for validating links in Markdown files",PowerShell,ENHANCEMENT
"Implement PowerShell Direct",PowerShell,ENHANCEMENT
"Add tests for assembly loading",PowerShell,ENHANCEMENT
"ConvertFrom-String is missing",PowerShell,ENHANCEMENT
"Resolve UTF-8, UTF-16, ASCII inconsistencies",PowerShell,ENHANCEMENT
"Our MAN (and get-help) should fall through to /usr/bin/man on failure to find something",PowerShell,ENHANCEMENT
"There is no way to rick-roll",PowerShell,ENHANCEMENT
"Figure out a better fix for memory leak",react,ENHANCEMENT
"Do we still need to stringify attributes before assigning them?",react,ENHANCEMENT
"RFC: Drop isAttributeNameSafe() check in React 17",react,ENHANCEMENT
"Include component stack in invariants",react,ENHANCEMENT
"Investigate need to feature check cancel and close events.",react,ENHANCEMENT
"Add warning when hydrating output from renderToStaticMarkup",react,ENHANCEMENT
"Warn if this.state is set to this.props referentially",react,ENHANCEMENT
"Reword "unknown property" warning to be less obnoxious",react,ENHANCEMENT
"Add validation to the React.Children helpers",react,ENHANCEMENT
"Branch on tag before doing type checking",react,ENHANCEMENT
"DOM Test Fixtures: Add caveats for IE9 range inputs (and other unsupported things)",react,ENHANCEMENT
"Make undefined ref message better",react,ENHANCEMENT
"Type Fiber by tag as disjoint union",react,ENHANCEMENT
"Deprecate and remove TestUtils.mockComponent",react,ENHANCEMENT
"Add tests for <select multiple> => <select> transition",react,ENHANCEMENT
"Make Uses of ReactDebugCurrentFrame.getCurrentStack Reentrant",react,ENHANCEMENT
"Error when `__source` is provided to production build",react,ENHANCEMENT
"Show a warning when value is provided to a checkbox input",react,ENHANCEMENT
"Stop masking context",react,ENHANCEMENT
"Bump fbjs to 0.9.x",react,ENHANCEMENT
"[Fiber] Formalize States",react,ENHANCEMENT
"[Fiber] Spill-over from child reconciliation",react,ENHANCEMENT
"Freeze classes and defaultProps in DEV mode",react,ENHANCEMENT
"Attach Stack at setState Calls in DEV Mode",react,ENHANCEMENT
"Should React warn when controlled <select> components have duplicate values?",react,ENHANCEMENT
"RFC: Configure Warning Levels Using ENV Variable",react,ENHANCEMENT
"Deprecate return value of `ReactDOM.render()`",react,ENHANCEMENT
"Make ResponderEventPlugin cross-platform",react,ENHANCEMENT
"Keyboard selection doesn't fire onChange for <select> in Firefox",react,ENHANCEMENT
"Use Inline Event Handlers for trapBubbledEventsLocal and the iOS Safari Click Hack",react,ENHANCEMENT
"ReactTestUtils: rename find*/scry* pairs to findOne*/findAll* or similar?",react,ENHANCEMENT
"Unnecessary encoding of element text content",react,ENHANCEMENT
"Warn when React DOM modified by not-React",react,ENHANCEMENT
"Handle browser autofill gracefully when server-side rendering",react,ENHANCEMENT
"Attach event per react container root, rather than on the document",react,ENHANCEMENT
"Don't add top-level events for uncontrolled inputs",react,ENHANCEMENT
"Unnecessary reflow due to setState in componentWillReceiveProps",react,ENHANCEMENT
"touchmove doesn't fire on removed element",react,ENHANCEMENT
"React shouldn't bind wheel or touch events to the document. ",react,ENHANCEMENT
"FieldArray can't connect to root data",redux-form,ENHANCEMENT
"Feature Request: initialize new fields and preserve older values",redux-form,ENHANCEMENT
"Support for button/action name/value to allow partial/arbitrary validation.",redux-form,ENHANCEMENT
"Cannot do async validation onChange - only onBlur",redux-form,ENHANCEMENT
"Option on `reduxForm` to automatically throw submission error if onSubmit returns Promise Rejection",redux-form,ENHANCEMENT
"Feature request: `Fields` component normalize prop",redux-form,ENHANCEMENT
"Feature Request: FormSections should receive meta props and bound action creators just like fields",redux-form,ENHANCEMENT
"Option to run asyncValidate on onChange",redux-form,ENHANCEMENT
"<Fields /> component field-level validation",redux-form,ENHANCEMENT
"Feature Request: Use separate criteria for shouldValidate and shouldWarn",redux-form,ENHANCEMENT
"add and export topLevel withField, withFields, withFieldArray enhancers",redux-form,ENHANCEMENT
"changedSinceLastSubmit",redux-form,ENHANCEMENT
"Create a HOC to access form name of form in context",redux-form,ENHANCEMENT
"Easier default/initial values",redux-form,ENHANCEMENT
"Field validate function should receive field props",redux-form,ENHANCEMENT
"Allow function instead of string for `name` prop",redux-form,ENHANCEMENT
"Get name of changed field in onChange",redux-form,ENHANCEMENT
"Print warning instead of error when using async",redux-form,ENHANCEMENT
"Reinitializing with enableReinitialize doesn't clear form-level validation errors",redux-form,ENHANCEMENT
"Feature request: Async field level validation",redux-form,ENHANCEMENT
"Explicit way to touch all fields on form?",redux-form,ENHANCEMENT
"Name of decorator export and name parameter",redux-form,ENHANCEMENT
"SET_SUBMIT_SUCCEEDED called from empty onSubmit and after stopSubmit with errors",redux-form,ENHANCEMENT
"Reset form section",redux-form,ENHANCEMENT
"Getting access to redux dispatch in reduxForm connected component",redux-form,ENHANCEMENT
"Debounce onChange events",redux-form,ENHANCEMENT
"Provide list of registered fields to validate() function",redux-form,ENHANCEMENT
"[v6 rc3] Field should use this.props.children instead of component props",redux-form,ENHANCEMENT
"Pass context to synchronous validation",redux-form,ENHANCEMENT
"Multiple async validating fields",redux-form,ENHANCEMENT
"Use android.app.SystemServiceRegistry to register system services",robolectric,ENHANCEMENT
"DisplayManager.addAllDisplayLocked() NPE migrating from Robolectric 3.1.4 to 3.3.2",robolectric,ENHANCEMENT
"Resources.getQuantityString() should throw for missing resources.",robolectric,ENHANCEMENT
"Fix PackageManager#resolveActivity() and activity metadata.",robolectric,ENHANCEMENT
"getAppropriateWrappers doesn't match explicit intents",robolectric,ENHANCEMENT
"Improve android.app.Instrumentation simulation",robolectric,ENHANCEMENT
"onResume() still called if finish() called during onCreate()",robolectric,ENHANCEMENT
"onViewCreated() invoked after onCreateOptionsMenu() - Wrong lifecycle?",robolectric,ENHANCEMENT
"Text color is wrong on Material Borderless button on SDK 23",robolectric,ENHANCEMENT
"System.nanoTime() should always increment",robolectric,ENHANCEMENT
"Better AttributeSet fidelity",robolectric,ENHANCEMENT
"Should not allow write operations to credential protected storage when UserManager.isUserLocked() == true",robolectric,ENHANCEMENT
"ShadowMotionEvent doesn't shadow all variants of #obtain",robolectric,ENHANCEMENT
"java.lang.RuntimeException: Failed to extractAlpha on Bitmap",robolectric,ENHANCEMENT
"Style references should be resolved against the resource loader from the declaring AttributeSet if possible.",robolectric,ENHANCEMENT
"Nullpointer exception occurs when try to get UnicodeCharacter from KeyEvent",robolectric,ENHANCEMENT
"How should `ShadowAlertDialog.getLatestAlertDialog()` interact with `android.support.v7.app.AlertDialog` subclasses?",robolectric,ENHANCEMENT
"ShadowAudioManager should implement registerMediaButtonEventReceiver",robolectric,ENHANCEMENT
"Bouncycastle 1.46 vs 1.52",robolectric,ENHANCEMENT
"Shadowing ParcelFileDescriptor.createPipe",robolectric,ENHANCEMENT
"HttpResponseCache.getDefault() returns null even if HttpResponseCache.install() has been called",robolectric,ENHANCEMENT
"Views are not drawn",robolectric,ENHANCEMENT
"FragmentController does not have detach()",robolectric,ENHANCEMENT
"Support calling a fragment's onDestroyView()",robolectric,ENHANCEMENT
"Add support for android.support.v7.widget.PopupMenu",robolectric,ENHANCEMENT
"Cannot find resource under res/xml directory",robolectric,ENHANCEMENT
"Inconsistent with Android in loading multi-typed custom attributes",robolectric,ENHANCEMENT
"It's about time (aka scheduling overhaul)",robolectric,ENHANCEMENT
"BitmapDrawables always equal when compared",robolectric,ENHANCEMENT
"Robolectric throws NotFoundException for resource of type raw",robolectric,ENHANCEMENT
"Calling Resources#getValue on an XML resource fails",robolectric,ENHANCEMENT
"Eliminate usage raw types",robolectric,ENHANCEMENT
"Support Android Wear",robolectric,ENHANCEMENT
"Nineoldandroids NullPointerException in AnimatorProxy with Robolectric",robolectric,ENHANCEMENT
"Cannot indirectly reference library resource.",robolectric,ENHANCEMENT
"ShadowPreference doesn't implement getContext()",robolectric,ENHANCEMENT
"ShadowWrangler#getMethod can't resolve "getNonResourceString"",robolectric,ENHANCEMENT
"XmlFileBuilder#getAttributeValue doesn't resolve enum values",robolectric,ENHANCEMENT
"Robolectric's NotificationCompat.Builder is missing Method addAction(Action action)",robolectric,ENHANCEMENT
"ActivityNotFoundException not thrown by startActivityForResult",robolectric,ENHANCEMENT
"Can't run tests in parallel with Failsafe plugin",robolectric,ENHANCEMENT
